METER_D1_004826,00-00-00-00-00-00-48-26
METER_D1_031526,00-00-00-00-00-03-15-26
METER_D1_031525,00-00-00-00-00-03-15-25
METER_D1_018553,00-00-00-00-00-01-85-53
METER_D1_031520,00-00-00-00-00-03-15-20
METER_D1_018554,00-00-00-00-00-01-85-54
METER_D1_018555,00-00-00-00-00-01-85-55
METER_D1_031522,00-00-00-00-00-03-15-22
METER_D1_018556,00-00-00-00-00-01-85-56
METER_D1_031521,00-00-00-00-00-03-15-21
METER_D1_006571,00-00-00-00-00-00-65-71
METER_D1_006570,00-00-00-00-00-00-65-70
METER_D1_006573,00-00-00-00-00-00-65-73
METER_D1_006572,00-00-00-00-00-00-65-72
METER_D1_006579,00-00-00-00-00-00-65-79
METER_D1_006578,00-00-00-00-00-00-65-78
METER_D1_006575,00-00-00-00-00-00-65-75
METER_D1_006574,00-00-00-00-00-00-65-74
METER_D1_006577,00-00-00-00-00-00-65-77
METER_D1_006576,00-00-00-00-00-00-65-76
METER_D1_018560,00-00-00-00-00-01-85-60
METER_D1_018561,00-00-00-00-00-01-85-61
METER_D1_018562,00-00-00-00-00-01-85-62
METER_D1_018563,00-00-00-00-00-01-85-63
METER_D1_031517,00-00-00-00-00-03-15-17
METER_D1_031516,00-00-00-00-00-03-15-16
METER_D1_031519,00-00-00-00-00-03-15-19
METER_D1_031518,00-00-00-00-00-03-15-18
METER_D1_018568,00-00-00-00-00-01-85-68
METER_D1_031513,00-00-00-00-00-03-15-13
METER_D1_018569,00-00-00-00-00-01-85-69
METER_D1_031512,00-00-00-00-00-03-15-12
METER_D1_031515,00-00-00-00-00-03-15-15
METER_D1_031514,00-00-00-00-00-03-15-14
METER_D1_018564,00-00-00-00-00-01-85-64
METER_D1_018565,00-00-00-00-00-01-85-65
METER_D1_018566,00-00-00-00-00-01-85-66
METER_D1_031511,00-00-00-00-00-03-15-11
METER_D1_018567,00-00-00-00-00-01-85-67
METER_D1_031510,00-00-00-00-00-03-15-10
METER_D1_006582,00-00-00-00-00-00-65-82
METER_D1_006581,00-00-00-00-00-00-65-81
METER_D1_006584,00-00-00-00-00-00-65-84
METER_D1_006583,00-00-00-00-00-00-65-83
METER_D1_006580,00-00-00-00-00-00-65-80
METER_D1_006589,00-00-00-00-00-00-65-89
METER_D1_006586,00-00-00-00-00-00-65-86
METER_D1_006585,00-00-00-00-00-00-65-85
METER_D1_006588,00-00-00-00-00-00-65-88
METER_D1_006587,00-00-00-00-00-00-65-87
METER_D1_018571,00-00-00-00-00-01-85-71
METER_D1_018572,00-00-00-00-00-01-85-72
METER_D1_018573,00-00-00-00-00-01-85-73
METER_D1_018574,00-00-00-00-00-01-85-74
METER_D1_031549,00-00-00-00-00-03-15-49
METER_D1_018570,00-00-00-00-00-01-85-70
METER_D1_018579,00-00-00-00-00-01-85-79
METER_D1_031546,00-00-00-00-00-03-15-46
METER_D1_031545,00-00-00-00-00-03-15-45
METER_D1_031548,00-00-00-00-00-03-15-48
METER_D1_031547,00-00-00-00-00-03-15-47
METER_D1_018575,00-00-00-00-00-01-85-75
METER_D1_031542,00-00-00-00-00-03-15-42
METER_D1_018576,00-00-00-00-00-01-85-76
METER_D1_031541,00-00-00-00-00-03-15-41
METER_D1_018577,00-00-00-00-00-01-85-77
METER_D1_031544,00-00-00-00-00-03-15-44
METER_D1_018578,00-00-00-00-00-01-85-78
METER_D1_031543,00-00-00-00-00-03-15-43
METER_D1_006593,00-00-00-00-00-00-65-93
METER_D1_006592,00-00-00-00-00-00-65-92
METER_D1_006595,00-00-00-00-00-00-65-95
METER_D1_031551,00-00-00-00-00-03-15-51
METER_D1_006594,00-00-00-00-00-00-65-94
METER_D1_031550,00-00-00-00-00-03-15-50
METER_D1_006591,00-00-00-00-00-00-65-91
METER_D1_006590,00-00-00-00-00-00-65-90
METER_D1_006597,00-00-00-00-00-00-65-97
METER_D1_006596,00-00-00-00-00-00-65-96
METER_D1_006599,00-00-00-00-00-00-65-99
METER_D1_006598,00-00-00-00-00-00-65-98
METER_D1_018582,00-00-00-00-00-01-85-82
METER_D1_018583,00-00-00-00-00-01-85-83
METER_D1_018584,00-00-00-00-00-01-85-84
METER_D1_018585,00-00-00-00-00-01-85-85
METER_D1_031539,00-00-00-00-00-03-15-39
METER_D1_031538,00-00-00-00-00-03-15-38
METER_D1_018580,00-00-00-00-00-01-85-80
METER_D1_018581,00-00-00-00-00-01-85-81
METER_D1_031535,00-00-00-00-00-03-15-35
METER_D1_031534,00-00-00-00-00-03-15-34
METER_D1_031537,00-00-00-00-00-03-15-37
METER_D1_031536,00-00-00-00-00-03-15-36
METER_D1_018586,00-00-00-00-00-01-85-86
METER_D1_031531,00-00-00-00-00-03-15-31
METER_D1_018587,00-00-00-00-00-01-85-87
METER_D1_031530,00-00-00-00-00-03-15-30
METER_D1_018588,00-00-00-00-00-01-85-88
METER_D1_031533,00-00-00-00-00-03-15-33
METER_D1_018589,00-00-00-00-00-01-85-89
METER_D1_031532,00-00-00-00-00-03-15-32
METER_D1_031540,00-00-00-00-00-03-15-40
METER_D1_006528,00-00-00-00-00-00-65-28
METER_D1_006527,00-00-00-00-00-00-65-27
METER_D1_006529,00-00-00-00-00-00-65-29
METER_D1_018513,00-00-00-00-00-01-85-13
METER_D1_018514,00-00-00-00-00-01-85-14
METER_D1_018515,00-00-00-00-00-01-85-15
METER_D1_018516,00-00-00-00-00-01-85-16
METER_D1_018510,00-00-00-00-00-01-85-10
METER_D1_018511,00-00-00-00-00-01-85-11
METER_D1_018512,00-00-00-00-00-01-85-12
METER_D1_018506,00-00-00-00-00-01-85-06
METER_D1_018507,00-00-00-00-00-01-85-07
METER_D1_018508,00-00-00-00-00-01-85-08
METER_D1_018509,00-00-00-00-00-01-85-09
METER_D1_006535,00-00-00-00-00-00-65-35
METER_D1_006534,00-00-00-00-00-00-65-34
METER_D1_006537,00-00-00-00-00-00-65-37
METER_D1_006536,00-00-00-00-00-00-65-36
METER_D1_006531,00-00-00-00-00-00-65-31
METER_D1_006530,00-00-00-00-00-00-65-30
METER_D1_006533,00-00-00-00-00-00-65-33
METER_D1_006532,00-00-00-00-00-00-65-32
METER_D1_006539,00-00-00-00-00-00-65-39
METER_D1_006538,00-00-00-00-00-00-65-38
METER_D1_018524,00-00-00-00-00-01-85-24
METER_D1_018525,00-00-00-00-00-01-85-25
METER_D1_018526,00-00-00-00-00-01-85-26
METER_D1_018527,00-00-00-00-00-01-85-27
METER_D1_018520,00-00-00-00-00-01-85-20
METER_D1_018521,00-00-00-00-00-01-85-21
METER_D1_018522,00-00-00-00-00-01-85-22
METER_D1_018523,00-00-00-00-00-01-85-23
METER_D1_006540,00-00-00-00-00-00-65-40
METER_D1_018517,00-00-00-00-00-01-85-17
METER_D1_018518,00-00-00-00-00-01-85-18
METER_D1_018519,00-00-00-00-00-01-85-19
METER_D1_006546,00-00-00-00-00-00-65-46
METER_D1_006545,00-00-00-00-00-00-65-45
METER_D1_006548,00-00-00-00-00-00-65-48
METER_D1_006547,00-00-00-00-00-00-65-47
METER_D1_006542,00-00-00-00-00-00-65-42
METER_D1_006541,00-00-00-00-00-00-65-41
METER_D1_006544,00-00-00-00-00-00-65-44
METER_D1_006543,00-00-00-00-00-00-65-43
METER_D1_031509,00-00-00-00-00-03-15-09
METER_D1_018530,00-00-00-00-00-01-85-30
METER_D1_031506,00-00-00-00-00-03-15-06
METER_D1_006549,00-00-00-00-00-00-65-49
METER_D1_031505,00-00-00-00-00-03-15-05
METER_D1_031508,00-00-00-00-00-03-15-08
METER_D1_031507,00-00-00-00-00-03-15-07
METER_D1_018535,00-00-00-00-00-01-85-35
METER_D1_031502,00-00-00-00-00-03-15-02
METER_D1_018536,00-00-00-00-00-01-85-36
METER_D1_031501,00-00-00-00-00-03-15-01
METER_D1_018537,00-00-00-00-00-01-85-37
METER_D1_031504,00-00-00-00-00-03-15-04
METER_D1_018538,00-00-00-00-00-01-85-38
METER_D1_031503,00-00-00-00-00-03-15-03
METER_D1_018531,00-00-00-00-00-01-85-31
METER_D1_018532,00-00-00-00-00-01-85-32
METER_D1_018533,00-00-00-00-00-01-85-33
METER_D1_031500,00-00-00-00-00-03-15-00
METER_D1_018534,00-00-00-00-00-01-85-34
METER_D1_006551,00-00-00-00-00-00-65-51
METER_D1_006550,00-00-00-00-00-00-65-50
METER_D1_018528,00-00-00-00-00-01-85-28
METER_D1_018529,00-00-00-00-00-01-85-29
METER_D1_006557,00-00-00-00-00-00-65-57
METER_D1_006556,00-00-00-00-00-00-65-56
METER_D1_006559,00-00-00-00-00-00-65-59
METER_D1_006558,00-00-00-00-00-00-65-58
METER_D1_006553,00-00-00-00-00-00-65-53
METER_D1_006552,00-00-00-00-00-00-65-52
METER_D1_006555,00-00-00-00-00-00-65-55
METER_D1_006554,00-00-00-00-00-00-65-54
METER_D1_018540,00-00-00-00-00-01-85-40
METER_D1_018541,00-00-00-00-00-01-85-41
METER_D1_018546,00-00-00-00-00-01-85-46
METER_D1_018547,00-00-00-00-00-01-85-47
METER_D1_018548,00-00-00-00-00-01-85-48
METER_D1_018549,00-00-00-00-00-01-85-49
METER_D1_018542,00-00-00-00-00-01-85-42
METER_D1_018543,00-00-00-00-00-01-85-43
METER_D1_018544,00-00-00-00-00-01-85-44
METER_D1_018545,00-00-00-00-00-01-85-45
METER_D1_006560,00-00-00-00-00-00-65-60
METER_D1_006562,00-00-00-00-00-00-65-62
METER_D1_006561,00-00-00-00-00-00-65-61
METER_D1_018539,00-00-00-00-00-01-85-39
METER_D1_006568,00-00-00-00-00-00-65-68
METER_D1_006567,00-00-00-00-00-00-65-67
METER_D1_006569,00-00-00-00-00-00-65-69
METER_D1_006564,00-00-00-00-00-00-65-64
METER_D1_006563,00-00-00-00-00-00-65-63
METER_D1_006566,00-00-00-00-00-00-65-66
METER_D1_006565,00-00-00-00-00-00-65-65
METER_D1_031597,00-00-00-00-00-03-15-97
METER_D1_031596,00-00-00-00-00-03-15-96
METER_D1_031599,00-00-00-00-00-03-15-99
METER_D1_031598,00-00-00-00-00-03-15-98
METER_D1_018593,00-00-00-00-00-01-85-93
METER_D1_018594,00-00-00-00-00-01-85-94
METER_D1_018595,00-00-00-00-00-01-85-95
METER_D1_018596,00-00-00-00-00-01-85-96
METER_D1_018590,00-00-00-00-00-01-85-90
METER_D1_018591,00-00-00-00-00-01-85-91
METER_D1_018592,00-00-00-00-00-01-85-92
METER_D1_031568,00-00-00-00-00-03-15-68
METER_D1_031567,00-00-00-00-00-03-15-67
METER_D1_031569,00-00-00-00-00-03-15-69
METER_D1_018597,00-00-00-00-00-01-85-97
METER_D1_031564,00-00-00-00-00-03-15-64
METER_D1_018598,00-00-00-00-00-01-85-98
METER_D1_031563,00-00-00-00-00-03-15-63
METER_D1_018599,00-00-00-00-00-01-85-99
METER_D1_031566,00-00-00-00-00-03-15-66
METER_D1_031565,00-00-00-00-00-03-15-65
METER_D1_031571,00-00-00-00-00-03-15-71
METER_D1_031570,00-00-00-00-00-03-15-70
METER_D1_031573,00-00-00-00-00-03-15-73
METER_D1_031572,00-00-00-00-00-03-15-72
METER_D1_031557,00-00-00-00-00-03-15-57
METER_D1_031556,00-00-00-00-00-03-15-56
METER_D1_031559,00-00-00-00-00-03-15-59
METER_D1_031558,00-00-00-00-00-03-15-58
METER_D1_031553,00-00-00-00-00-03-15-53
METER_D1_031552,00-00-00-00-00-03-15-52
METER_D1_031555,00-00-00-00-00-03-15-55
METER_D1_031554,00-00-00-00-00-03-15-54
METER_D1_031560,00-00-00-00-00-03-15-60
METER_D1_031562,00-00-00-00-00-03-15-62
METER_D1_031561,00-00-00-00-00-03-15-61
METER_D1_031589,00-00-00-00-00-03-15-89
METER_D1_031586,00-00-00-00-00-03-15-86
METER_D1_031585,00-00-00-00-00-03-15-85
METER_D1_031588,00-00-00-00-00-03-15-88
METER_D1_031587,00-00-00-00-00-03-15-87
METER_D1_031593,00-00-00-00-00-03-15-93
METER_D1_031592,00-00-00-00-00-03-15-92
METER_D1_031595,00-00-00-00-00-03-15-95
METER_D1_031594,00-00-00-00-00-03-15-94
METER_D1_031591,00-00-00-00-00-03-15-91
METER_D1_031590,00-00-00-00-00-03-15-90
METER_D1_031579,00-00-00-00-00-03-15-79
METER_D1_031578,00-00-00-00-00-03-15-78
METER_D1_031575,00-00-00-00-00-03-15-75
METER_D1_031574,00-00-00-00-00-03-15-74
METER_D1_031577,00-00-00-00-00-03-15-77
METER_D1_031576,00-00-00-00-00-03-15-76
METER_D1_031582,00-00-00-00-00-03-15-82
METER_D1_031581,00-00-00-00-00-03-15-81
METER_D1_031584,00-00-00-00-00-03-15-84
METER_D1_031583,00-00-00-00-00-03-15-83
METER_D1_031580,00-00-00-00-00-03-15-80
METER_D1_003500,00-00-00-00-00-00-35-00
METER_D1_003501,00-00-00-00-00-00-35-01
METER_D1_003506,00-00-00-00-00-00-35-06
METER_D1_003507,00-00-00-00-00-00-35-07
METER_D1_003508,00-00-00-00-00-00-35-08
METER_D1_003509,00-00-00-00-00-00-35-09
METER_D1_003502,00-00-00-00-00-00-35-02
METER_D1_003503,00-00-00-00-00-00-35-03
METER_D1_003504,00-00-00-00-00-00-35-04
METER_D1_003505,00-00-00-00-00-00-35-05
METER_D1_003510,00-00-00-00-00-00-35-10
METER_D1_003511,00-00-00-00-00-00-35-11
METER_D1_003512,00-00-00-00-00-00-35-12
METER_D1_003517,00-00-00-00-00-00-35-17
METER_D1_003518,00-00-00-00-00-00-35-18
METER_D1_003519,00-00-00-00-00-00-35-19
METER_D1_003513,00-00-00-00-00-00-35-13
METER_D1_003514,00-00-00-00-00-00-35-14
METER_D1_003515,00-00-00-00-00-00-35-15
METER_D1_003516,00-00-00-00-00-00-35-16
METER_D1_015502,00-00-00-00-00-01-55-02
METER_D1_015501,00-00-00-00-00-01-55-01
METER_D1_015500,00-00-00-00-00-01-55-00
METER_D1_003520,00-00-00-00-00-00-35-20
METER_D1_003521,00-00-00-00-00-00-35-21
METER_D1_003522,00-00-00-00-00-00-35-22
METER_D1_003523,00-00-00-00-00-00-35-23
METER_D1_003528,00-00-00-00-00-00-35-28
METER_D1_003529,00-00-00-00-00-00-35-29
METER_D1_003524,00-00-00-00-00-00-35-24
METER_D1_003525,00-00-00-00-00-00-35-25
METER_D1_003526,00-00-00-00-00-00-35-26
METER_D1_003527,00-00-00-00-00-00-35-27
METER_D1_015513,00-00-00-00-00-01-55-13
METER_D1_015512,00-00-00-00-00-01-55-12
METER_D1_015511,00-00-00-00-00-01-55-11
METER_D1_015510,00-00-00-00-00-01-55-10
METER_D1_015506,00-00-00-00-00-01-55-06
METER_D1_015505,00-00-00-00-00-01-55-05
METER_D1_015504,00-00-00-00-00-01-55-04
METER_D1_015503,00-00-00-00-00-01-55-03
METER_D1_015509,00-00-00-00-00-01-55-09
METER_D1_015508,00-00-00-00-00-01-55-08
METER_D1_015507,00-00-00-00-00-01-55-07
METER_D1_003531,00-00-00-00-00-00-35-31
METER_D1_003532,00-00-00-00-00-00-35-32
METER_D1_003533,00-00-00-00-00-00-35-33
METER_D1_003534,00-00-00-00-00-00-35-34
METER_D1_003530,00-00-00-00-00-00-35-30
METER_D1_027548,00-00-00-00-00-02-75-48
METER_D1_027549,00-00-00-00-00-02-75-49
METER_D1_003579,00-00-00-00-00-00-35-79
METER_D1_015560,00-00-00-00-00-01-55-60
METER_D1_015564,00-00-00-00-00-01-55-64
METER_D1_015563,00-00-00-00-00-01-55-63
METER_D1_015562,00-00-00-00-00-01-55-62
METER_D1_015561,00-00-00-00-00-01-55-61
METER_D1_015568,00-00-00-00-00-01-55-68
METER_D1_015567,00-00-00-00-00-01-55-67
METER_D1_015566,00-00-00-00-00-01-55-66
METER_D1_015565,00-00-00-00-00-01-55-65
METER_D1_003580,00-00-00-00-00-00-35-80
METER_D1_015559,00-00-00-00-00-01-55-59
METER_D1_003581,00-00-00-00-00-00-35-81
METER_D1_015558,00-00-00-00-00-01-55-58
METER_D1_027550,00-00-00-00-00-02-75-50
METER_D1_003586,00-00-00-00-00-00-35-86
METER_D1_027553,00-00-00-00-00-02-75-53
METER_D1_003587,00-00-00-00-00-00-35-87
METER_D1_027554,00-00-00-00-00-02-75-54
METER_D1_003588,00-00-00-00-00-00-35-88
METER_D1_027551,00-00-00-00-00-02-75-51
METER_D1_003589,00-00-00-00-00-00-35-89
METER_D1_027552,00-00-00-00-00-02-75-52
METER_D1_003582,00-00-00-00-00-00-35-82
METER_D1_027557,00-00-00-00-00-02-75-57
METER_D1_003583,00-00-00-00-00-00-35-83
METER_D1_027558,00-00-00-00-00-02-75-58
METER_D1_003584,00-00-00-00-00-00-35-84
METER_D1_027555,00-00-00-00-00-02-75-55
METER_D1_003585,00-00-00-00-00-00-35-85
METER_D1_027556,00-00-00-00-00-02-75-56
METER_D1_027539,00-00-00-00-00-02-75-39
METER_D1_027537,00-00-00-00-00-02-75-37
METER_D1_027538,00-00-00-00-00-02-75-38
METER_D1_015571,00-00-00-00-00-01-55-71
METER_D1_015570,00-00-00-00-00-01-55-70
METER_D1_015575,00-00-00-00-00-01-55-75
METER_D1_015574,00-00-00-00-00-01-55-74
METER_D1_015573,00-00-00-00-00-01-55-73
METER_D1_015572,00-00-00-00-00-01-55-72
METER_D1_015579,00-00-00-00-00-01-55-79
METER_D1_015578,00-00-00-00-00-01-55-78
METER_D1_015577,00-00-00-00-00-01-55-77
METER_D1_015576,00-00-00-00-00-01-55-76
METER_D1_003590,00-00-00-00-00-00-35-90
METER_D1_003591,00-00-00-00-00-00-35-91
METER_D1_003592,00-00-00-00-00-00-35-92
METER_D1_015569,00-00-00-00-00-01-55-69
METER_D1_003597,00-00-00-00-00-00-35-97
METER_D1_027542,00-00-00-00-00-02-75-42
METER_D1_003598,00-00-00-00-00-00-35-98
METER_D1_027543,00-00-00-00-00-02-75-43
METER_D1_003599,00-00-00-00-00-00-35-99
METER_D1_027540,00-00-00-00-00-02-75-40
METER_D1_027541,00-00-00-00-00-02-75-41
METER_D1_003593,00-00-00-00-00-00-35-93
METER_D1_027546,00-00-00-00-00-02-75-46
METER_D1_003594,00-00-00-00-00-00-35-94
METER_D1_027547,00-00-00-00-00-02-75-47
METER_D1_003595,00-00-00-00-00-00-35-95
METER_D1_027544,00-00-00-00-00-02-75-44
METER_D1_003596,00-00-00-00-00-00-35-96
METER_D1_027545,00-00-00-00-00-02-75-45
METER_D1_015582,00-00-00-00-00-01-55-82
METER_D1_015581,00-00-00-00-00-01-55-81
METER_D1_015580,00-00-00-00-00-01-55-80
METER_D1_015586,00-00-00-00-00-01-55-86
METER_D1_015585,00-00-00-00-00-01-55-85
METER_D1_015584,00-00-00-00-00-01-55-84
METER_D1_015583,00-00-00-00-00-01-55-83
METER_D1_015589,00-00-00-00-00-01-55-89
METER_D1_015588,00-00-00-00-00-01-55-88
METER_D1_015587,00-00-00-00-00-01-55-87
METER_D1_027571,00-00-00-00-00-02-75-71
METER_D1_027572,00-00-00-00-00-02-75-72
METER_D1_027570,00-00-00-00-00-02-75-70
METER_D1_027575,00-00-00-00-00-02-75-75
METER_D1_027576,00-00-00-00-00-02-75-76
METER_D1_027573,00-00-00-00-00-02-75-73
METER_D1_027574,00-00-00-00-00-02-75-74
METER_D1_027579,00-00-00-00-00-02-75-79
METER_D1_027577,00-00-00-00-00-02-75-77
METER_D1_027578,00-00-00-00-00-02-75-78
METER_D1_027559,00-00-00-00-00-02-75-59
METER_D1_015593,00-00-00-00-00-01-55-93
METER_D1_015592,00-00-00-00-00-01-55-92
METER_D1_015591,00-00-00-00-00-01-55-91
METER_D1_015590,00-00-00-00-00-01-55-90
METER_D1_015597,00-00-00-00-00-01-55-97
METER_D1_015596,00-00-00-00-00-01-55-96
METER_D1_015595,00-00-00-00-00-01-55-95
METER_D1_015594,00-00-00-00-00-01-55-94
METER_D1_015599,00-00-00-00-00-01-55-99
METER_D1_015598,00-00-00-00-00-01-55-98
METER_D1_027560,00-00-00-00-00-02-75-60
METER_D1_027561,00-00-00-00-00-02-75-61
METER_D1_027564,00-00-00-00-00-02-75-64
METER_D1_027565,00-00-00-00-00-02-75-65
METER_D1_027562,00-00-00-00-00-02-75-62
METER_D1_027563,00-00-00-00-00-02-75-63
METER_D1_027568,00-00-00-00-00-02-75-68
METER_D1_027569,00-00-00-00-00-02-75-69
METER_D1_027566,00-00-00-00-00-02-75-66
METER_D1_027567,00-00-00-00-00-02-75-67
METER_D1_003539,00-00-00-00-00-00-35-39
METER_D1_027506,00-00-00-00-00-02-75-06
METER_D1_027507,00-00-00-00-00-02-75-07
METER_D1_027504,00-00-00-00-00-02-75-04
METER_D1_027505,00-00-00-00-00-02-75-05
METER_D1_003535,00-00-00-00-00-00-35-35
METER_D1_003536,00-00-00-00-00-00-35-36
METER_D1_003537,00-00-00-00-00-00-35-37
METER_D1_027508,00-00-00-00-00-02-75-08
METER_D1_003538,00-00-00-00-00-00-35-38
METER_D1_027509,00-00-00-00-00-02-75-09
METER_D1_015520,00-00-00-00-00-01-55-20
METER_D1_015524,00-00-00-00-00-01-55-24
METER_D1_015523,00-00-00-00-00-01-55-23
METER_D1_015522,00-00-00-00-00-01-55-22
METER_D1_015521,00-00-00-00-00-01-55-21
METER_D1_015517,00-00-00-00-00-01-55-17
METER_D1_015516,00-00-00-00-00-01-55-16
METER_D1_015515,00-00-00-00-00-01-55-15
METER_D1_015514,00-00-00-00-00-01-55-14
METER_D1_015519,00-00-00-00-00-01-55-19
METER_D1_015518,00-00-00-00-00-01-55-18
METER_D1_003542,00-00-00-00-00-00-35-42
METER_D1_003543,00-00-00-00-00-00-35-43
METER_D1_027510,00-00-00-00-00-02-75-10
METER_D1_003544,00-00-00-00-00-00-35-44
METER_D1_003545,00-00-00-00-00-00-35-45
METER_D1_027513,00-00-00-00-00-02-75-13
METER_D1_027514,00-00-00-00-00-02-75-14
METER_D1_003540,00-00-00-00-00-00-35-40
METER_D1_027511,00-00-00-00-00-02-75-11
METER_D1_003541,00-00-00-00-00-00-35-41
METER_D1_027512,00-00-00-00-00-02-75-12
METER_D1_003546,00-00-00-00-00-00-35-46
METER_D1_003547,00-00-00-00-00-00-35-47
METER_D1_003548,00-00-00-00-00-00-35-48
METER_D1_003549,00-00-00-00-00-00-35-49
METER_D1_015531,00-00-00-00-00-01-55-31
METER_D1_015530,00-00-00-00-00-01-55-30
METER_D1_015535,00-00-00-00-00-01-55-35
METER_D1_015534,00-00-00-00-00-01-55-34
METER_D1_015533,00-00-00-00-00-01-55-33
METER_D1_015532,00-00-00-00-00-01-55-32
METER_D1_015528,00-00-00-00-00-01-55-28
METER_D1_015527,00-00-00-00-00-01-55-27
METER_D1_015526,00-00-00-00-00-01-55-26
METER_D1_015525,00-00-00-00-00-01-55-25
METER_D1_015529,00-00-00-00-00-01-55-29
METER_D1_003553,00-00-00-00-00-00-35-53
METER_D1_003554,00-00-00-00-00-00-35-54
METER_D1_003555,00-00-00-00-00-00-35-55
METER_D1_003556,00-00-00-00-00-00-35-56
METER_D1_027502,00-00-00-00-00-02-75-02
METER_D1_003550,00-00-00-00-00-00-35-50
METER_D1_027503,00-00-00-00-00-02-75-03
METER_D1_003551,00-00-00-00-00-00-35-51
METER_D1_027500,00-00-00-00-00-02-75-00
METER_D1_003552,00-00-00-00-00-00-35-52
METER_D1_027501,00-00-00-00-00-02-75-01
METER_D1_027528,00-00-00-00-00-02-75-28
METER_D1_027529,00-00-00-00-00-02-75-29
METER_D1_027526,00-00-00-00-00-02-75-26
METER_D1_027527,00-00-00-00-00-02-75-27
METER_D1_003557,00-00-00-00-00-00-35-57
METER_D1_003558,00-00-00-00-00-00-35-58
METER_D1_003559,00-00-00-00-00-00-35-59
METER_D1_015542,00-00-00-00-00-01-55-42
METER_D1_015541,00-00-00-00-00-01-55-41
METER_D1_015540,00-00-00-00-00-01-55-40
METER_D1_015546,00-00-00-00-00-01-55-46
METER_D1_015545,00-00-00-00-00-01-55-45
METER_D1_015544,00-00-00-00-00-01-55-44
METER_D1_015543,00-00-00-00-00-01-55-43
METER_D1_015539,00-00-00-00-00-01-55-39
METER_D1_015538,00-00-00-00-00-01-55-38
METER_D1_015537,00-00-00-00-00-01-55-37
METER_D1_015536,00-00-00-00-00-01-55-36
METER_D1_003564,00-00-00-00-00-00-35-64
METER_D1_027531,00-00-00-00-00-02-75-31
METER_D1_003565,00-00-00-00-00-00-35-65
METER_D1_027532,00-00-00-00-00-02-75-32
METER_D1_003566,00-00-00-00-00-00-35-66
METER_D1_003567,00-00-00-00-00-00-35-67
METER_D1_027530,00-00-00-00-00-02-75-30
METER_D1_003560,00-00-00-00-00-00-35-60
METER_D1_027535,00-00-00-00-00-02-75-35
METER_D1_003561,00-00-00-00-00-00-35-61
METER_D1_027536,00-00-00-00-00-02-75-36
METER_D1_003562,00-00-00-00-00-00-35-62
METER_D1_027533,00-00-00-00-00-02-75-33
METER_D1_003563,00-00-00-00-00-00-35-63
METER_D1_027534,00-00-00-00-00-02-75-34
METER_D1_027517,00-00-00-00-00-02-75-17
METER_D1_027518,00-00-00-00-00-02-75-18
METER_D1_027515,00-00-00-00-00-02-75-15
METER_D1_027516,00-00-00-00-00-02-75-16
METER_D1_003568,00-00-00-00-00-00-35-68
METER_D1_003569,00-00-00-00-00-00-35-69
METER_D1_027519,00-00-00-00-00-02-75-19
METER_D1_015553,00-00-00-00-00-01-55-53
METER_D1_015552,00-00-00-00-00-01-55-52
METER_D1_015551,00-00-00-00-00-01-55-51
METER_D1_015550,00-00-00-00-00-01-55-50
METER_D1_015557,00-00-00-00-00-01-55-57
METER_D1_015556,00-00-00-00-00-01-55-56
METER_D1_015555,00-00-00-00-00-01-55-55
METER_D1_015554,00-00-00-00-00-01-55-54
METER_D1_015549,00-00-00-00-00-01-55-49
METER_D1_015548,00-00-00-00-00-01-55-48
METER_D1_003570,00-00-00-00-00-00-35-70
METER_D1_015547,00-00-00-00-00-01-55-47
METER_D1_003575,00-00-00-00-00-00-35-75
METER_D1_027520,00-00-00-00-00-02-75-20
METER_D1_003576,00-00-00-00-00-00-35-76
METER_D1_027521,00-00-00-00-00-02-75-21
METER_D1_003577,00-00-00-00-00-00-35-77
METER_D1_003578,00-00-00-00-00-00-35-78
METER_D1_003571,00-00-00-00-00-00-35-71
METER_D1_027524,00-00-00-00-00-02-75-24
METER_D1_003572,00-00-00-00-00-00-35-72
METER_D1_027525,00-00-00-00-00-02-75-25
METER_D1_003573,00-00-00-00-00-00-35-73
METER_D1_027522,00-00-00-00-00-02-75-22
METER_D1_003574,00-00-00-00-00-00-35-74
METER_D1_027523,00-00-00-00-00-02-75-23
METER_D1_027590,00-00-00-00-00-02-75-90
METER_D1_027593,00-00-00-00-00-02-75-93
METER_D1_027594,00-00-00-00-00-02-75-94
METER_D1_027591,00-00-00-00-00-02-75-91
METER_D1_027592,00-00-00-00-00-02-75-92
METER_D1_027597,00-00-00-00-00-02-75-97
METER_D1_027598,00-00-00-00-00-02-75-98
METER_D1_027595,00-00-00-00-00-02-75-95
METER_D1_027596,00-00-00-00-00-02-75-96
METER_D1_027599,00-00-00-00-00-02-75-99
METER_D1_027582,00-00-00-00-00-02-75-82
METER_D1_027583,00-00-00-00-00-02-75-83
METER_D1_027580,00-00-00-00-00-02-75-80
METER_D1_027581,00-00-00-00-00-02-75-81
METER_D1_027586,00-00-00-00-00-02-75-86
METER_D1_027587,00-00-00-00-00-02-75-87
METER_D1_027584,00-00-00-00-00-02-75-84
METER_D1_027585,00-00-00-00-00-02-75-85
METER_D1_027588,00-00-00-00-00-02-75-88
METER_D1_027589,00-00-00-00-00-02-75-89
METER_D1_003616,00-00-00-00-00-00-36-16
METER_D1_003617,00-00-00-00-00-00-36-17
METER_D1_003618,00-00-00-00-00-00-36-18
